original_path,archive_path,sha256_before_move,sha256_after_move,source_exists_after_move,archive_exists_after_move,action
docs/FINAL_DRAFTS/P203B1/💎 MVP_QAIC_PROMPT_GEM_WORKFLOW_FINAL_FUSED_DRAFT_v0.1.0.md,docs/ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/FINAL_DRAFTS/P203B1/💎 MVP_QAIC_PROMPT_GEM_WORKFLOW_FINAL_FUSED_DRAFT_v0.1.0.md,f52dbe6c67ae9aca758035cf803918e747f0b5cba3ed371f6b144b517577d5b4,f52dbe6c67ae9aca758035cf803918e747f0b5cba3ed371f6b144b517577d5b4,FALSE,TRUE,GIT_MV_ARCHIVE_NO_DATA_LOSS
docs/FINAL_DRAFTS/P203B1/📊 MVP_QAIC_SHEETS_COCKPITS_FINAL_FUSED_DRAFT_v0.1.0.md,docs/ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/FINAL_DRAFTS/P203B1/📊 MVP_QAIC_SHEETS_COCKPITS_FINAL_FUSED_DRAFT_v0.1.0.md,1094d94aa07d9a11dc2e30f335b37d4c8776639ef23c0493e8b5f91a47909dc6,1094d94aa07d9a11dc2e30f335b37d4c8776639ef23c0493e8b5f91a47909dc6,FALSE,TRUE,GIT_MV_ARCHIVE_NO_DATA_LOSS
docs/FINAL_DRAFTS/P203B1/📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_DRAFT_v0.1.0.md,docs/ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/FINAL_DRAFTS/P203B1/📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_DRAFT_v0.1.0.md,9602bf59a0b6319932b705a05871d4e91b0d8718c85074d1ce5006112a2e020c,9602bf59a0b6319932b705a05871d4e91b0d8718c85074d1ce5006112a2e020c,FALSE,TRUE,GIT_MV_ARCHIVE_NO_DATA_LOSS
docs/FINAL_DRAFTS/P203B1/🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_DRAFT_v0.1.0.md,docs/ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/FINAL_DRAFTS/P203B1/🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_DRAFT_v0.1.0.md,0a8192c1bda05df58852216a5d1a4c12e22557e2e3bdec84d82242e6c3814df9,0a8192c1bda05df58852216a5d1a4c12e22557e2e3bdec84d82242e6c3814df9,FALSE,TRUE,GIT_MV_ARCHIVE_NO_DATA_LOSS
docs/FINAL_DRAFTS/P203B1/🚀 MVP_QAIC_NOTICE_RUNBOOK_FINAL_FUSED_DRAFT_v0.1.0.md,docs/ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/FINAL_DRAFTS/P203B1/🚀 MVP_QAIC_NOTICE_RUNBOOK_FINAL_FUSED_DRAFT_v0.1.0.md,7333e70b7bb73098f6194aec32fc130bfc3108b12c3556ed887edc3946d53107,7333e70b7bb73098f6194aec32fc130bfc3108b12c3556ed887edc3946d53107,FALSE,TRUE,GIT_MV_ARCHIVE_NO_DATA_LOSS
docs/FINAL_DRAFTS/P203B1/🧭 MVP_QAIC_INSTRUCTIONS_GOVERNANCE_FINAL_FUSED_DRAFT_v0.1.0.md,docs/ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/FINAL_DRAFTS/P203B1/🧭 MVP_QAIC_INSTRUCTIONS_GOVERNANCE_FINAL_FUSED_DRAFT_v0.1.0.md,2b329c0a6f44e99885a094202080261592fc9da0797859f9b4922421bf74d8a7,2b329c0a6f44e99885a094202080261592fc9da0797859f9b4922421bf74d8a7,FALSE,TRUE,GIT_MV_ARCHIVE_NO_DATA_LOSS
docs/FINAL_DRAFTS/P203B1/🧱 MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED_DRAFT_v0.1.0.md,docs/ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/FINAL_DRAFTS/P203B1/🧱 MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED_DRAFT_v0.1.0.md,9e8255521d1c7ef56a3e74d9a02452afd27c9f68d3f8ff253035dedbd530bc78,9e8255521d1c7ef56a3e74d9a02452afd27c9f68d3f8ff253035dedbd530bc78,FALSE,TRUE,GIT_MV_ARCHIVE_NO_DATA_LOSS
docs/FINAL_DRAFTS/P203B1/🧾 MVP_QAIC_P203B1_DOC_FUSION_INDEX_v0.1.0.md,docs/ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/FINAL_DRAFTS/P203B1/🧾 MVP_QAIC_P203B1_DOC_FUSION_INDEX_v0.1.0.md,f1661ffcba76524e1fc6d40fe393f45cf66c9cb99ac564a33d45481ceac73da6,f1661ffcba76524e1fc6d40fe393f45cf66c9cb99ac564a33d45481ceac73da6,FALSE,TRUE,GIT_MV_ARCHIVE_NO_DATA_LOSS
docs/PATCH_CANDIDATES/🎯 MVP_QAIC_P203E0_UI_TARGET_DISCOVERY_DEEP_SELECTOR_v0.7.0.md,docs/ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/PATCH_CANDIDATES/🎯 MVP_QAIC_P203E0_UI_TARGET_DISCOVERY_DEEP_SELECTOR_v0.7.0.md,26d1228ce2bca546c7297f0a20dc651c0bd051b1a1db45b2a74bcc4f63bee145,26d1228ce2bca546c7297f0a20dc651c0bd051b1a1db45b2a74bcc4f63bee145,FALSE,TRUE,GIT_MV_ARCHIVE_NO_DATA_LOSS
docs/PATCH_CANDIDATES/🧩 MVP_QAIC_P203D_INTERFACE_BINDING_PATCH_CANDIDATE_v0.6.0.md,docs/ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/PATCH_CANDIDATES/🧩 MVP_QAIC_P203D_INTERFACE_BINDING_PATCH_CANDIDATE_v0.6.0.md,3fbdf02fd4b8f4e414b9b6ac4833c87c7cb5b0c052559e9b5a4f7af7a2551d84,3fbdf02fd4b8f4e414b9b6ac4833c87c7cb5b0c052559e9b5a4f7af7a2551d84,FALSE,TRUE,GIT_MV_ARCHIVE_NO_DATA_LOSS
