"candidate_id","source_surface","current_owner","target_owner","migration_priority","migration_status","source_tabs_read","target_tabs_write_later","destructive_risk","safety_notes","evidence_refs","proposed_p103_action"
"cockpit_05_exports_p077_p1_source_inventory_readonly_20260620_173607","05_EXPORTS/P077_P1_SOURCE_INVENTORY_READONLY_20260620_173607/P077_PYTHON_TARGET_BUCKET_SUMMARY.csv","SHEET_STATIC_OR_EVIDENCE","PYTHON_LOGIC","P0","READY_FOR_P103","","QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS","LOW_READ_ONLY_SOURCE_PRESERVED","P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed","05_EXPORTS/P077_P1_SOURCE_INVENTORY_READONLY_20260620_173607/P077_PYTHON_TARGET_BUCKET_SUMMARY.csv","Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."
"cockpit_05_exports_p077_p1_source_inventory_readonly_20260620_173607","05_EXPORTS/P077_P1_SOURCE_INVENTORY_READONLY_20260620_173607/P077_SOURCE_CANDIDATES_FOR_PYTHON_MIGRATION.csv","SHEET_STATIC_OR_EVIDENCE","PYTHON_LOGIC","P0","READY_FOR_P103","METHOD_LIBRARY | SIGNAL_LIBRARY | RISK_PLAYBOOK | PORTFOLIO_SNAPSHOT | REVOLUT_X_READONLY_CONTRACT | QAIC_RUNTIME_BRIDGE_STATUS","QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS","LOW_READ_ONLY_SOURCE_PRESERVED","P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed","05_EXPORTS/P077_P1_SOURCE_INVENTORY_READONLY_20260620_173607/P077_SOURCE_CANDIDATES_FOR_PYTHON_MIGRATION.csv","Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."
"cockpit_05_exports_p077_p1_source_inventory_readonly_20260620_173607","05_EXPORTS/P077_P1_SOURCE_INVENTORY_READONLY_20260620_173607/P077_SOURCE_INVENTORY.csv","SHEET_STATIC_OR_EVIDENCE","PYTHON_LOGIC","P0","READY_FOR_P103","METHOD_LIBRARY | SIGNAL_LIBRARY | RISK_PLAYBOOK | PORTFOLIO_SNAPSHOT | REVOLUT_X_READONLY_CONTRACT | QAIC_RUNTIME_BRIDGE_STATUS","QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS","LOW_READ_ONLY_SOURCE_PRESERVED","P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed","05_EXPORTS/P077_P1_SOURCE_INVENTORY_READONLY_20260620_173607/P077_SOURCE_INVENTORY.csv","Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."
"cockpit_05_exports_p077_p1_source_inventory_readonly_20260620_174238","05_EXPORTS/P077_P1_SOURCE_INVENTORY_READONLY_20260620_174238/P077_BOUNDED_ROOTS_STATUS.csv","SHEET_STATIC_OR_EVIDENCE","PYTHON_LOGIC","P0","READY_FOR_P103","","QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS","LOW_READ_ONLY_SOURCE_PRESERVED","P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed","05_EXPORTS/P077_P1_SOURCE_INVENTORY_READONLY_20260620_174238/P077_BOUNDED_ROOTS_STATUS.csv","Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."
"cockpit_05_exports_p077_p1_source_inventory_readonly_20260620_174238","05_EXPORTS/P077_P1_SOURCE_INVENTORY_READONLY_20260620_174238/P077_PYTHON_TARGET_BUCKET_SUMMARY.csv","SHEET_STATIC_OR_EVIDENCE","PYTHON_LOGIC","P0","READY_FOR_P103","","QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS","LOW_READ_ONLY_SOURCE_PRESERVED","P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed","05_EXPORTS/P077_P1_SOURCE_INVENTORY_READONLY_20260620_174238/P077_PYTHON_TARGET_BUCKET_SUMMARY.csv","Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."
"cockpit_05_exports_p077_p1_source_inventory_readonly_20260620_174238","05_EXPORTS/P077_P1_SOURCE_INVENTORY_READONLY_20260620_174238/P077_SOURCE_CANDIDATES_FOR_PYTHON_MIGRATION.csv","SHEET_STATIC_OR_EVIDENCE","PYTHON_LOGIC","P0","READY_FOR_P103","METHOD_LIBRARY | SIGNAL_LIBRARY | RISK_PLAYBOOK | PORTFOLIO_SNAPSHOT | REVOLUT_X_READONLY_CONTRACT | QAIC_RUNTIME_BRIDGE_STATUS","QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS","LOW_READ_ONLY_SOURCE_PRESERVED","P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed","05_EXPORTS/P077_P1_SOURCE_INVENTORY_READONLY_20260620_174238/P077_SOURCE_CANDIDATES_FOR_PYTHON_MIGRATION.csv","Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."
"cockpit_05_exports_p077_p1_source_inventory_readonly_20260620_174238","05_EXPORTS/P077_P1_SOURCE_INVENTORY_READONLY_20260620_174238/P077_SOURCE_INVENTORY.csv","SHEET_STATIC_OR_EVIDENCE","PYTHON_LOGIC","P0","READY_FOR_P103","METHOD_LIBRARY | SIGNAL_LIBRARY | RISK_PLAYBOOK | PORTFOLIO_SNAPSHOT | REVOLUT_X_READONLY_CONTRACT | QAIC_RUNTIME_BRIDGE_STATUS","QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS","LOW_READ_ONLY_SOURCE_PRESERVED","P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed","05_EXPORTS/P077_P1_SOURCE_INVENTORY_READONLY_20260620_174238/P077_SOURCE_INVENTORY.csv","Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."
"cockpit_05_exports_p078c_p2_data_contracts_robust_rebuild_readonly_2","05_EXPORTS/P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958/CONTRACT_DRAFTS_READONLY/P078C_DRAFT_CONTRACT_gpt_response_intake.md","UNKNOWN","PYTHON_LOGIC","P0","READY_FOR_P103","","QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS","LOW_READ_ONLY_SOURCE_PRESERVED","P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed","05_EXPORTS/P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958/CONTRACT_DRAFTS_READONLY/P078C_DRAFT_CONTRACT_gpt_response_intake.md","Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."
"cockpit_05_exports_p078c_p2_data_contracts_robust_rebuild_readonly_2","05_EXPORTS/P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958/CONTRACT_DRAFTS_READONLY/P078C_DRAFT_CONTRACT_runtime_metadata.md","UNKNOWN","PYTHON_LOGIC","P0","READY_FOR_P103","","QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS","LOW_READ_ONLY_SOURCE_PRESERVED","P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed","05_EXPORTS/P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958/CONTRACT_DRAFTS_READONLY/P078C_DRAFT_CONTRACT_runtime_metadata.md","Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."
"cockpit_05_exports_p078c_p2_data_contracts_robust_rebuild_readonly_2","05_EXPORTS/P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958/P078C_CONTRACT_PLANNING_MATRIX.csv","SHEET_STATIC_OR_EVIDENCE","PYTHON_LOGIC","P0","READY_FOR_P103","METHOD_LIBRARY | SIGNAL_LIBRARY | RISK_PLAYBOOK | PORTFOLIO_SNAPSHOT | REVOLUT_X_READONLY_CONTRACT | QAIC_RUNTIME_BRIDGE_STATUS","QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS","LOW_READ_ONLY_SOURCE_PRESERVED","P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed","05_EXPORTS/P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958/P078C_CONTRACT_PLANNING_MATRIX.csv","Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."
"cockpit_05_exports_p078c_p2_data_contracts_robust_rebuild_readonly_2","05_EXPORTS/P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958/P078C_DOMAIN_SUMMARY.csv","SHEET_STATIC_OR_EVIDENCE","PYTHON_LOGIC","P0","READY_FOR_P103","","QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS","LOW_READ_ONLY_SOURCE_PRESERVED","P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed","05_EXPORTS/P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958/P078C_DOMAIN_SUMMARY.csv","Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."
"cockpit_05_exports_p078c_p2_data_contracts_robust_rebuild_readonly_2","05_EXPORTS/P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958/P078C_P2B_NEXT_CONTRACT_SELECTION_QUEUE.csv","SHEET_STATIC_OR_EVIDENCE","PYTHON_LOGIC","P0","READY_FOR_P103","","QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS","LOW_READ_ONLY_SOURCE_PRESERVED","P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed","05_EXPORTS/P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958/P078C_P2B_NEXT_CONTRACT_SELECTION_QUEUE.csv","Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."
"cockpit_05_exports_p079_p2b_contract_field_selection_review_readonly","05_EXPORTS/P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723/FIELD_SELECTION_DRAFTS_READONLY/P079_FIELD_SELECTION_gpt_response_intake.md","UNKNOWN","PYTHON_LOGIC","P0","READY_FOR_P103","","QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS","LOW_READ_ONLY_SOURCE_PRESERVED","P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed","05_EXPORTS/P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723/FIELD_SELECTION_DRAFTS_READONLY/P079_FIELD_SELECTION_gpt_response_intake.md","Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."
"cockpit_05_exports_p079_p2b_contract_field_selection_review_readonly","05_EXPORTS/P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723/FIELD_SELECTION_DRAFTS_READONLY/P079_FIELD_SELECTION_runtime_metadata.md","UNKNOWN","PYTHON_LOGIC","P0","READY_FOR_P103","","QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS","LOW_READ_ONLY_SOURCE_PRESERVED","P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed","05_EXPORTS/P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723/FIELD_SELECTION_DRAFTS_READONLY/P079_FIELD_SELECTION_runtime_metadata.md","Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."
"cockpit_05_exports_p079_p2b_contract_field_selection_review_readonly","05_EXPORTS/P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723/P079_BLOCKERS_AND_REVIEW_RULES.csv","SHEET_STATIC_OR_EVIDENCE","PYTHON_LOGIC","P0","READY_FOR_P103","","QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS","LOW_READ_ONLY_SOURCE_PRESERVED","P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed","05_EXPORTS/P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723/P079_BLOCKERS_AND_REVIEW_RULES.csv","Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."
"cockpit_05_exports_p079_p2b_contract_field_selection_review_readonly","05_EXPORTS/P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723/P079_CONTRACT_FIELD_SELECTION_WORKBENCH.csv","SHEET_STATIC_OR_EVIDENCE","PYTHON_LOGIC","P0","READY_FOR_P103","","QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS","LOW_READ_ONLY_SOURCE_PRESERVED","P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed","05_EXPORTS/P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723/P079_CONTRACT_FIELD_SELECTION_WORKBENCH.csv","Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."
"cockpit_05_exports_p079_p2b_contract_field_selection_review_readonly","05_EXPORTS/P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723/P079_HUMAN_REVIEW_QUEUE.csv","SHEET_STATIC_OR_EVIDENCE","PYTHON_LOGIC","P0","READY_FOR_P103","","QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS","LOW_READ_ONLY_SOURCE_PRESERVED","P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed","05_EXPORTS/P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723/P079_HUMAN_REVIEW_QUEUE.csv","Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."
"cockpit_05_exports_p079_p2b_contract_field_selection_review_readonly","05_EXPORTS/P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723/P079_REQUIRED_OUTPUTS_MATRIX.csv","SHEET_STATIC_OR_EVIDENCE","PYTHON_LOGIC","P0","READY_FOR_P103","","QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS","LOW_READ_ONLY_SOURCE_PRESERVED","P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed","05_EXPORTS/P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723/P079_REQUIRED_OUTPUTS_MATRIX.csv","Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."
"cockpit_05_exports_p079b_human_review_working_copy_readonly_20260620","05_EXPORTS/P079B_HUMAN_REVIEW_WORKING_COPY_READONLY_20260620_194923/DOMAIN_REVIEW_SHEETS/P079B_REVIEW_gpt_response_intake.md","UNKNOWN","PYTHON_LOGIC","P0","READY_FOR_P103","","QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS","LOW_READ_ONLY_SOURCE_PRESERVED","P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed","05_EXPORTS/P079B_HUMAN_REVIEW_WORKING_COPY_READONLY_20260620_194923/DOMAIN_REVIEW_SHEETS/P079B_REVIEW_gpt_response_intake.md","Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."
"cockpit_05_exports_p079b_human_review_working_copy_readonly_20260620","05_EXPORTS/P079B_HUMAN_REVIEW_WORKING_COPY_READONLY_20260620_194923/DOMAIN_REVIEW_SHEETS/P079B_REVIEW_runtime_metadata.md","UNKNOWN","PYTHON_LOGIC","P0","READY_FOR_P103","","QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS","LOW_READ_ONLY_SOURCE_PRESERVED","P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed","05_EXPORTS/P079B_HUMAN_REVIEW_WORKING_COPY_READONLY_20260620_194923/DOMAIN_REVIEW_SHEETS/P079B_REVIEW_runtime_metadata.md","Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."
"cockpit_05_exports_p079b_human_review_working_copy_readonly_20260620","05_EXPORTS/P079B_HUMAN_REVIEW_WORKING_COPY_READONLY_20260620_194923/P079B_DOMAIN_DECISION_WORKING_COPY.csv","SHEET_STATIC_OR_EVIDENCE","PYTHON_LOGIC","P0","READY_FOR_P103","","QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS","LOW_READ_ONLY_SOURCE_PRESERVED","P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed","05_EXPORTS/P079B_HUMAN_REVIEW_WORKING_COPY_READONLY_20260620_194923/P079B_DOMAIN_DECISION_WORKING_COPY.csv","Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."
"cockpit_05_exports_p079b_human_review_working_copy_readonly_20260620","05_EXPORTS/P079B_HUMAN_REVIEW_WORKING_COPY_READONLY_20260620_194923/P079B_FIELD_REVIEW_WORKING_COPY.csv","SHEET_STATIC_OR_EVIDENCE","PYTHON_LOGIC","P0","READY_FOR_P103","","QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS","LOW_READ_ONLY_SOURCE_PRESERVED","P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed","05_EXPORTS/P079B_HUMAN_REVIEW_WORKING_COPY_READONLY_20260620_194923/P079B_FIELD_REVIEW_WORKING_COPY.csv","Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."
"cockpit_05_exports_p079b_human_review_working_copy_readonly_20260620","05_EXPORTS/P079B_HUMAN_REVIEW_WORKING_COPY_READONLY_20260620_194923/P079B_OUTPUT_REVIEW_WORKING_COPY.csv","SHEET_STATIC_OR_EVIDENCE","PYTHON_LOGIC","P0","READY_FOR_P103","","QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS","LOW_READ_ONLY_SOURCE_PRESERVED","P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed","05_EXPORTS/P079B_HUMAN_REVIEW_WORKING_COPY_READONLY_20260620_194923/P079B_OUTPUT_REVIEW_WORKING_COPY.csv","Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."
"cockpit_05_exports_p079b_human_review_working_copy_readonly_20260620","05_EXPORTS/P079B_HUMAN_REVIEW_WORKING_COPY_READONLY_20260620_194923/P079B_RULE_REVIEW_WORKING_COPY.csv","SHEET_STATIC_OR_EVIDENCE","PYTHON_LOGIC","P0","READY_FOR_P103","","QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS","LOW_READ_ONLY_SOURCE_PRESERVED","P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed","05_EXPORTS/P079B_HUMAN_REVIEW_WORKING_COPY_READONLY_20260620_194923/P079B_RULE_REVIEW_WORKING_COPY.csv","Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."
"cockpit_05_exports_p079d_controlled_review_decision_pack_readonly_20","05_EXPORTS/P079D_CONTROLLED_REVIEW_DECISION_PACK_READONLY_20260620_210424/DOMAIN_DECISION_BRIEFS/P079D_DECISION_BRIEF_runtime_metadata.md","UNKNOWN","PYTHON_LOGIC","P0","READY_FOR_P103","","QAIC_RUNTIME_COCKPIT_VIEW | QAIC_RUNTIME_BRIDGE_STATUS","LOW_READ_ONLY_SOURCE_PRESERVED","P102 selector only | no live write | do not overwrite source tabs | Python logic / Sheets surface / Apps Script facade if needed","05_EXPORTS/P079D_CONTROLLED_REVIEW_DECISION_PACK_READONLY_20260620_210424/DOMAIN_DECISION_BRIEFS/P079D_DECISION_BRIEF_runtime_metadata.md","Build first Python replacement in dry-run/evidence mode; read sources only; no Sheets write unless separately approved."
